id,text,source,user_id,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,retweeted_status_id,geo,place,contributors,retweet_count,reply_count,favorite_count,favorited,retweeted,possibly_sensitive,num_hashtags,num_urls,num_mentions,created_at,timestamp,crawled_at,updated,class
1.77E+17,"@Temirgazin Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/On1IH4Lw","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,498124287,Temirgazin,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:44,,,,0
1.77E+17,"@BashRap Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/OxGjJTk6","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,426088344,BashRap,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:43,,,,0
1.77E+17,"@BohdanGoncharov Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/B5YW7WpQ","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,372348329,BohdanGoncharov,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:43,,,,0
1.77E+17,"@bulat116 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/4rpFAgR1","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,292370086,bulat116,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:43,,,,0
1.77E+17,"@geka777 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/EOcluhT4","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,183194267,pcmaster_ua,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:43,,,,0
1.77E+17,"@KESEDYMC Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/gNPyHHIj","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,192484182,KESEDYMC,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:42,,,,0
1.77E+17,"@_Abilis_ Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/G3tivQ4K","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,371141336,_Abilis_,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:42,,,,0
1.77E+17,"@midnight2507 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/FlTC1Qe5","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,513593818,midnight2507,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:42,,,,0
1.77E+17,"@GrDoubleTime Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/IccTsxgD","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515476566,GrDoubleTime,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:41,,,,0
1.77E+17,"@3EBC_aka_ZeusMC Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/gCl692ip","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,270945898,SuperZeusMC,NULL,,,,0,0,0,,,,0,1,0,3/6/12 5:41,,,,0
1.77E+17,"@TwiWar Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/a1xNyaeE","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,445193613,TwiWar,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:41,,,,0
1.77E+17,"@fritc4 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/KOzmQjE3","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,299923981,fritc4,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:41,,,,0
1.77E+17,"@gavlique Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/f59lvMFE","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,178301889,gavlique,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:40,,,,0
1.77E+17,"@TenkMusic Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/kpEtCuK8","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,513508214,Tenk_iz_Tesla,NULL,,,,0,0,0,,,,0,1,0,3/6/12 5:40,,,,0
1.77E+17,"@BigHandSomeMC Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/Dtp68nQX","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,234755186,UZAOPANDA,NULL,,,,0,0,0,,,,0,1,0,3/6/12 5:40,,,,0
1.77E+17,"@LiveTV_news Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/v6Xw6n9t","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,406277250,LiveTV_news,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:39,,,,0
1.77E+17,"@borik_hz Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/rxGWPxIO","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,343536947,borik_hz,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:39,,,,0
1.77E+17,"@newsweekru Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/mjQ40Q5f","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,440085623,newsweekru,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:39,,,,0
1.77E+17,"@Avedis_777 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/vT8iB7cl","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,316607548,Avedis_777,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:38,,,,0
1.77E+17,"@abai75 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/T7jNa3oB","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,327268690,abai75,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:38,,,,0
1.77E+17,"@NePoShablony Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/RuSVnijy","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,378679566,youhatemyrap,NULL,,,,0,0,0,,,,0,1,0,3/6/12 5:38,,,,0
1.77E+17,"@Egorova_Alina_ Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/ikruMOwc","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,372989286,Egorova_Alina_,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:37,,,,0
1.77E+17,"@Aya15020401 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/p3CZAWDt","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,471129761,Aya15020401,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:37,,,,0
1.77E+17,"@JulieKvait Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/PlAaj6iP","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,0,,NULL,,,,0,0,0,,,,0,1,0,3/6/12 5:37,,,,0
1.77E+17,"@lilililizaa Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/92oB44Vn","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,400588043,lizikliziklizik,NULL,,,,0,0,0,,,,0,1,0,3/6/12 5:37,,,,0
1.77E+17,"@NishaMagazine Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/8jE5SOrt","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515257524,NishaMagazine,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:36,,,,0
1.77E+17,"@Bobrov_Alexey Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/iqu50tvv","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,242653484,Bobrov_Alexey,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:36,,,,0
1.77E+17,"@Gotarabukin Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/ve8Myg1C","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,439335592,Gotarabukin,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:36,,,,0
1.77E+17,"@sedoff2009 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/KrAuLKPC","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,95972620,sedoff2009,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:35,,,,0
1.77E+17,"@paudowcdrak80 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/v2uiQpuk","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,514890731,paudowcdrak80,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:34,,,,0
1.77E+17,"@blonerer82 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/gWNo4uew","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515408613,blonerer82,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:34,,,,0
1.77E+17,"@ucnaili74 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/fdcKUQwF","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515098674,ucnaili74,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:34,,,,0
1.77E+17,"@kenlilic86 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/IwDqVux1","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515219964,kenlilic86,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:34,,,,0
1.77E+17,"@psychunim77 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/Og5Yxwh6","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515157836,psychunim77,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:33,,,,0
1.77E+17,"@22Vvv1 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/E1ENkdpy","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,513355437,22Vvv1,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:33,,,,0
1.77E+17,"@orerpa83 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/C4FTXmh4","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515044866,orerpa83,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:33,,,,0
1.77E+17,"@naldtirusro Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/FISN9qIf","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,508649062,naldtirusro,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:33,,,,0
1.77E+17,"@bunkdysthuck79 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/hmoNGIme","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515582298,bunkdysthuck79,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:32,,,,0
1.77E+17,"@stephsenpo83 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/1qnPcQIv","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,514889102,stephsenpo83,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:32,,,,0
1.77E+17,"@tosbausnic74 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/7kpPp214","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,514995752,tosbausnic74,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:32,,,,0
1.77E+17,"@detuli80 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/DUfPypsL","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515756435,detuli80,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:31,,,,0
1.77E+17,"@vensoruli Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/xLtbddpD","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,508657219,vensoruli,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:31,,,,0
1.77E+17,"@dinlandvil75 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/O0enANxA","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,514931674,dinlandvil75,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:31,,,,0
1.77E+17,"@handmegolto Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/CQhorEbq","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,508565573,handmegolto,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:31,,,,0
1.77E+17,"@risnitel84 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/VLfhZHz3","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515020451,risnitel84,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:30,,,,0
1.77E+17,"@provatan76 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/RapUVkMa","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,514910919,provatan76,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:30,,,,0
1.77E+17,"@randabillve Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/14FscVW7","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,508631219,randabillve,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:30,,,,0
1.77E+17,"@prodigiousfruit Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/u2USWfyS","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,302235973,prodigiousfruit,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:29,,,,0
1.77E+17,"@dahanprod Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/uhcbAzjD","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,116265894,dahanprod,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:29,,,,0
1.77E+17,"@AngelinaVorob Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/DKiIY0aa","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,434733568,AngelinaVorob,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:28,,,,0
1.77E+17,"@DiKosmooos Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/6OlizLAh","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,135137280,DiKosmooos,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:28,,,,0
1.77E+17,"@alis_chern Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/oV21GNec","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,394801140,alis_chern,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:28,,,,0
